order_id,order_date,brand,model_name,category,gender,size,color,base_price_usd,discount_percent,final_price_usd,units_sold,revenue_usd,payment_method,sales_channel,country,customer_income_level,customer_rating
ORD115705,11/22/2026,Reebok,Model-369,Basketball,Men,8,Grey,199,30,139.3,2,278.6,Bank Transfer,Online,UK,Low,3.1
ORD115706,4/9/2025,ASICS,Model-613,Gym,Women,8,Blue,174,0,174,2,348,Wallet,Online,UK,Medium,3.7
ORD115707,8/14/2025,ASICS,Model-703,Lifestyle,Women,9,White,134,10,120.6,3,361.8,Bank Transfer,Retail Store,USA,Low,3.9
ORD115708,12/10/2026,Adidas,Model-309,Running,Men,11,Grey,147,15,124.95,4,499.8,Card,Retail Store,Germany,Low,4.9
ORD115709,5/30/2024,Reebok,Model-503,Running,Men,11,White,75,20,60,2,120,Card,Online,UK,High,4.2
ORD115710,12/28/2018,Puma,Model-484,Training,Women,9,White,215,15,182.75,1,182.75,Wallet,Online,India,Low,3.6
ORD115711,7/7/2023,New Balance,Model-763,Gym,Unisex,6,Black,88,5,83.6,2,167.2,Cash,Retail Store,USA,High,3.4
ORD115712,12/10/2024,Reebok,Model-271,Gym,Unisex,8,Black,73,20,58.4,2,116.8,Cash,Online,UAE,High,4.9
ORD115713,11/13/2024,New Balance,Model-860,Basketball,Women,9,Red,156,10,140.4,4,561.6,Cash,Online,UAE,Medium,4.3
ORD115714,12/26/2018,Adidas,Model-601,Basketball,Men,6,White,132,15,112.2,1,112.2,Card,Retail Store,USA,Medium,3.1
ORD115715,4/27/2021,New Balance,Model-273,Lifestyle,Women,7,White,138,15,117.3,1,117.3,Wallet,Online,UK,Low,3.3
ORD115716,3/1/2024,Puma,Model-972,Training,Women,6,Black,139,15,118.15,1,118.15,Wallet,Retail Store,Germany,Medium,4.3
ORD115717,12/28/2022,Puma,Model-980,Running,Women,10,Blue,148,10,133.2,1,133.2,Cash,Online,USA,Medium,4.2
ORD115718,10/5/2023,ASICS,Model-190,Lifestyle,Unisex,6,Red,129,0,129,1,129,Bank Transfer,Online,Pakistan,Low,4.5
ORD115719,6/19/2021,Reebok,Model-901,Running,Unisex,10,Blue,219,15,186.15,4,744.6,Cash,Retail Store,UAE,High,3.3
ORD115720,6/25/2019,ASICS,Model-191,Basketball,Women,6,Blue,170,10,153,2,306,Wallet,Online,UAE,Low,4.6
ORD115721,4/2/2023,New Balance,Model-975,Basketball,Women,11,Red,67,5,63.65,3,190.95,Bank Transfer,Retail Store,USA,High,4.4
ORD115722,12/20/2021,Reebok,Model-121,Lifestyle,Women,6,Red,156,0,156,2,312,Bank Transfer,Online,Pakistan,Medium,4.8
ORD115723,12/29/2026,Nike,Model-542,Basketball,Unisex,10,White,127,30,88.9,2,177.8,Bank Transfer,Online,Pakistan,Low,3.5
ORD115724,5/15/2020,Nike,Model-196,Training,Women,10,Red,113,10,101.7,2,203.4,Cash,Retail Store,Pakistan,High,3.8
ORD115725,10/12/2023,New Balance,Model-417,Lifestyle,Unisex,7,Grey,194,5,184.3,4,737.2,Bank Transfer,Online,India,High,4.1
ORD115726,7/5/2020,Reebok,Model-342,Gym,Women,8,Black,90,5,85.5,4,342,Cash,Retail Store,India,High,4.4
ORD115727,8/8/2024,Puma,Model-971,Gym,Men,6,Black,90,0,90,4,360,Card,Online,UK,Low,3.6
ORD115728,6/10/2024,ASICS,Model-324,Basketball,Unisex,10,Grey,76,5,72.2,4,288.8,Bank Transfer,Online,Pakistan,High,3.3
ORD115729,12/17/2024,Puma,Model-847,Basketball,Women,7,Grey,87,30,60.9,2,121.8,Card,Online,USA,High,4.4
ORD115730,1/12/2020,Puma,Model-187,Gym,Unisex,10,Black,142,15,120.7,1,120.7,Bank Transfer,Online,UK,Medium,4.7
ORD115731,3/4/2022,Nike,Model-846,Training,Unisex,7,White,143,5,135.85,1,135.85,Cash,Online,UAE,Medium,3.2
ORD115732,1/2/2024,New Balance,Model-899,Lifestyle,Unisex,10,Red,201,5,190.95,2,381.9,Bank Transfer,Online,Germany,High,3.3
ORD115733,12/28/2020,Nike,Model-883,Gym,Unisex,7,Red,107,0,107,3,321,Bank Transfer,Online,USA,Medium,3.5
ORD115734,8/23/2023,Puma,Model-986,Gym,Women,11,Grey,192,0,192,2,384,Cash,Retail Store,Pakistan,Medium,4.6
ORD115735,10/4/2021,Nike,Model-559,Running,Unisex,8,Grey,75,5,71.25,4,285,Wallet,Online,Germany,Low,4.7
ORD115736,12/10/2020,Puma,Model-280,Lifestyle,Unisex,10,Blue,158,15,134.3,1,134.3,Wallet,Retail Store,India,Medium,4.5
ORD115737,12/14/2025,Reebok,Model-704,Lifestyle,Unisex,10,White,108,15,91.8,4,367.2,Card,Online,UK,High,4.4
ORD115738,9/8/2019,Puma,Model-718,Basketball,Women,10,Grey,67,15,56.95,1,56.95,Bank Transfer,Online,UAE,High,4.8
ORD115739,6/16/2022,Puma,Model-761,Lifestyle,Unisex,7,Black,173,15,147.05,1,147.05,Cash,Online,USA,Low,4.6
ORD115740,8/11/2021,ASICS,Model-201,Training,Women,7,White,110,10,99,1,99,Card,Retail Store,USA,High,4.1
ORD115741,8/31/2019,Reebok,Model-360,Training,Men,8,Grey,99,15,84.15,2,168.3,Bank Transfer,Retail Store,UAE,Medium,4.7
ORD115742,2/28/2018,Adidas,Model-770,Training,Unisex,11,Grey,211,30,147.7,2,295.4,Card,Online,UK,Medium,3.9
ORD115743,8/18/2019,Puma,Model-473,Running,Unisex,6,Red,175,10,157.5,3,472.5,Wallet,Retail Store,Pakistan,High,4.7
ORD115744,6/25/2026,New Balance,Model-546,Basketball,Unisex,7,Black,128,0,128,1,128,Bank Transfer,Online,UAE,Low,4.5
ORD115745,5/18/2026,New Balance,Model-548,Basketball,Unisex,6,Black,111,5,105.45,1,105.45,Wallet,Online,Germany,High,4.2
ORD115746,6/25/2021,ASICS,Model-397,Basketball,Women,9,Black,98,0,98,3,294,Cash,Online,India,Low,3.8
ORD115747,5/31/2019,New Balance,Model-553,Lifestyle,Unisex,6,Grey,101,5,95.95,1,95.95,Cash,Retail Store,USA,Low,3.3
ORD115748,1/5/2021,ASICS,Model-807,Basketball,Women,6,Blue,150,5,142.5,1,142.5,Card,Online,India,Low,3.4
ORD115749,11/3/2022,Nike,Model-222,Training,Unisex,10,Grey,68,10,61.2,3,183.6,Cash,Retail Store,USA,Medium,4.1
ORD115750,5/30/2022,Puma,Model-808,Lifestyle,Unisex,9,White,151,10,135.9,1,135.9,Bank Transfer,Retail Store,USA,Medium,5
ORD115751,6/22/2026,Nike,Model-925,Running,Unisex,9,White,78,5,74.1,4,296.4,Cash,Retail Store,India,High,4
ORD115752,12/4/2020,Reebok,Model-336,Running,Men,8,Black,118,30,82.6,4,330.4,Card,Online,UK,Medium,3.3
ORD115753,1/15/2018,Reebok,Model-536,Running,Men,11,Red,197,5,187.15,4,748.6,Bank Transfer,Online,Germany,High,3.7
ORD115754,12/28/2025,Puma,Model-612,Gym,Women,7,Blue,85,20,68,2,136,Wallet,Retail Store,India,Low,3.2
ORD115755,10/1/2024,New Balance,Model-747,Lifestyle,Women,11,White,206,0,206,2,412,Bank Transfer,Retail Store,UK,Medium,4.7
ORD115756,11/6/2020,Puma,Model-288,Training,Unisex,6,Blue,68,15,57.8,1,57.8,Bank Transfer,Retail Store,Pakistan,Medium,3.6
ORD115757,6/21/2025,Reebok,Model-911,Lifestyle,Men,10,Blue,70,0,70,1,70,Cash,Retail Store,Pakistan,High,3.3
ORD115758,10/10/2025,New Balance,Model-842,Basketball,Men,9,Blue,182,15,154.7,4,618.8,Wallet,Retail Store,UAE,High,4.2
ORD115759,2/29/2020,ASICS,Model-556,Basketball,Men,6,White,66,30,46.2,4,184.8,Bank Transfer,Retail Store,India,Medium,3.2
ORD115760,1/5/2021,Reebok,Model-759,Gym,Unisex,7,Black,154,10,138.6,3,415.8,Cash,Online,UK,High,4.7
ORD115761,11/6/2018,New Balance,Model-616,Training,Men,7,Black,219,0,219,4,876,Wallet,Online,India,Medium,3.9
ORD115762,9/18/2018,Nike,Model-696,Running,Unisex,7,Grey,132,30,92.4,4,369.6,Bank Transfer,Retail Store,Pakistan,High,3.6
ORD115763,4/23/2026,ASICS,Model-154,Basketball,Unisex,9,Red,85,0,85,1,85,Bank Transfer,Online,Germany,Medium,3.9
ORD115764,9/21/2023,Puma,Model-263,Lifestyle,Women,7,White,102,10,91.8,4,367.2,Cash,Retail Store,UK,Low,3.2
ORD115765,6/7/2026,Puma,Model-246,Running,Women,11,White,67,15,56.95,3,170.85,Wallet,Online,Pakistan,Low,3.7
ORD115766,6/22/2024,Reebok,Model-528,Gym,Unisex,8,White,92,5,87.4,1,87.4,Cash,Online,USA,Low,3.7
ORD115767,12/18/2021,New Balance,Model-369,Basketball,Men,9,Black,157,5,149.15,4,596.6,Wallet,Retail Store,Pakistan,Medium,3.4
ORD115768,10/2/2020,Puma,Model-766,Lifestyle,Men,7,White,89,30,62.3,1,62.3,Card,Online,UAE,Low,4.4
ORD115769,5/17/2019,New Balance,Model-183,Basketball,Men,7,Red,98,5,93.1,4,372.4,Wallet,Retail Store,India,High,3.4
ORD115770,7/12/2025,Nike,Model-130,Gym,Women,6,White,171,20,136.8,1,136.8,Card,Retail Store,Pakistan,High,3.2
ORD115771,10/14/2019,Puma,Model-728,Lifestyle,Women,7,Blue,217,20,173.6,4,694.4,Wallet,Retail Store,India,High,4
ORD115772,3/24/2025,Puma,Model-950,Basketball,Men,9,White,101,0,101,2,202,Wallet,Retail Store,USA,High,3.4
ORD115773,4/13/2022,Nike,Model-701,Running,Men,10,Grey,77,20,61.6,3,184.8,Bank Transfer,Retail Store,UK,High,3.9
ORD115774,4/8/2018,ASICS,Model-863,Lifestyle,Women,7,Grey,123,30,86.1,2,172.2,Cash,Retail Store,Pakistan,Medium,3.7
ORD115775,12/5/2021,ASICS,Model-296,Lifestyle,Men,6,Black,184,10,165.6,2,331.2,Bank Transfer,Online,USA,Medium,4.1
ORD115776,12/23/2022,Puma,Model-365,Gym,Men,9,Grey,87,15,73.95,3,221.85,Wallet,Retail Store,UAE,High,3.4
ORD115777,3/30/2019,Reebok,Model-852,Lifestyle,Men,11,Grey,140,15,119,3,357,Card,Online,USA,High,4.9
ORD115778,6/7/2022,Reebok,Model-136,Running,Women,9,White,77,0,77,1,77,Card,Online,UK,Medium,4.7
ORD115779,12/15/2025,Puma,Model-342,Gym,Women,8,Red,163,0,163,4,652,Card,Retail Store,Pakistan,High,4.2
ORD115780,10/31/2026,ASICS,Model-246,Running,Women,6,Blue,103,0,103,2,206,Card,Retail Store,India,Low,3.4
ORD115781,9/11/2021,New Balance,Model-513,Running,Men,10,Black,150,30,105,2,210,Cash,Online,Pakistan,Medium,4.7
ORD115782,8/9/2021,ASICS,Model-914,Running,Men,11,White,168,0,168,1,168,Card,Retail Store,USA,High,3.7
ORD115783,4/29/2025,Puma,Model-556,Gym,Women,8,Black,142,30,99.4,4,397.6,Card,Online,India,Medium,4
ORD115784,5/27/2024,Adidas,Model-160,Lifestyle,Women,8,Grey,149,30,104.3,1,104.3,Bank Transfer,Retail Store,Germany,Medium,3.2
ORD115785,3/28/2018,Reebok,Model-462,Training,Men,6,White,72,15,61.2,3,183.6,Wallet,Online,Germany,Medium,3.1
ORD115786,6/17/2026,Reebok,Model-788,Gym,Women,10,Blue,167,0,167,4,668,Wallet,Online,India,Medium,3.5
ORD115787,1/14/2019,New Balance,Model-906,Training,Men,11,White,208,20,166.4,4,665.6,Bank Transfer,Online,UK,Medium,3.5
ORD115788,11/7/2020,Reebok,Model-312,Training,Women,8,Grey,116,20,92.8,1,92.8,Cash,Retail Store,UK,Low,3.6
ORD115789,4/17/2018,New Balance,Model-650,Gym,Women,6,Grey,148,0,148,3,444,Cash,Online,Germany,Medium,4.8
ORD115790,9/2/2020,Reebok,Model-401,Gym,Men,11,Blue,82,5,77.9,4,311.6,Bank Transfer,Retail Store,Germany,High,3.2
ORD115791,5/9/2023,ASICS,Model-550,Gym,Unisex,7,Black,80,0,80,4,320,Cash,Online,UK,Medium,3.6
ORD115792,1/6/2024,Adidas,Model-200,Gym,Women,6,Black,138,30,96.6,3,289.8,Wallet,Online,Germany,Medium,3.3
ORD115793,10/16/2020,Reebok,Model-502,Gym,Men,7,Grey,109,20,87.2,1,87.2,Cash,Online,USA,High,4.1
ORD115794,5/25/2018,Reebok,Model-303,Running,Women,8,Grey,184,0,184,4,736,Bank Transfer,Online,UAE,Low,3.5
ORD115795,8/2/2025,Reebok,Model-837,Lifestyle,Women,6,Black,156,30,109.2,2,218.4,Card,Online,UAE,Medium,4.6
ORD115796,6/30/2024,New Balance,Model-360,Lifestyle,Men,8,White,200,20,160,3,480,Bank Transfer,Retail Store,UK,High,3.2
ORD115797,3/21/2018,Nike,Model-394,Gym,Men,7,White,162,30,113.4,1,113.4,Cash,Retail Store,Pakistan,Medium,4.7
ORD115798,4/2/2018,Adidas,Model-174,Basketball,Unisex,6,White,130,0,130,2,260,Cash,Online,Pakistan,Medium,4.8
ORD115799,9/1/2025,Adidas,Model-939,Lifestyle,Men,8,Blue,87,5,82.65,2,165.3,Wallet,Retail Store,India,Medium,4.1
ORD115800,11/23/2019,New Balance,Model-385,Running,Women,8,Blue,80,5,76,1,76,Cash,Retail Store,UAE,Medium,3.5
ORD115801,4/18/2019,Adidas,Model-143,Running,Unisex,9,Blue,184,10,165.6,3,496.8,Card,Online,UAE,High,3.8
ORD115802,7/14/2019,New Balance,Model-810,Gym,Men,8,Blue,161,10,144.9,4,579.6,Wallet,Retail Store,Germany,Low,4.1
ORD115803,1/23/2019,New Balance,Model-761,Training,Women,6,Red,186,10,167.4,3,502.2,Bank Transfer,Retail Store,Pakistan,Medium,4.3
ORD115804,10/25/2022,Puma,Model-569,Gym,Unisex,8,Grey,109,20,87.2,1,87.2,Card,Retail Store,Germany,Low,3.3
ORD115805,6/2/2022,Adidas,Model-479,Training,Women,8,Grey,151,20,120.8,2,241.6,Cash,Retail Store,UK,Medium,4.9
ORD115806,4/1/2018,Nike,Model-461,Basketball,Men,7,Grey,170,20,136,2,272,Card,Retail Store,Pakistan,Low,4.1
ORD115807,11/2/2019,Nike,Model-196,Gym,Unisex,11,Red,207,0,207,2,414,Wallet,Online,Germany,Low,4.9
ORD115808,2/16/2018,Adidas,Model-345,Lifestyle,Men,7,Red,217,10,195.3,1,195.3,Bank Transfer,Online,UK,Low,4.3
ORD115809,3/15/2026,Adidas,Model-264,Running,Women,8,Blue,182,20,145.6,3,436.8,Bank Transfer,Online,UK,Medium,4.4
ORD115810,2/5/2022,Adidas,Model-476,Gym,Unisex,7,Red,122,30,85.4,2,170.8,Card,Online,UAE,Low,4.8
ORD115811,9/16/2023,ASICS,Model-825,Lifestyle,Women,7,Black,187,20,149.6,3,448.8,Wallet,Retail Store,UAE,Medium,4.5
ORD115812,11/30/2019,New Balance,Model-506,Running,Unisex,9,Black,97,20,77.6,1,77.6,Card,Online,Pakistan,High,4.7
ORD115813,8/18/2025,New Balance,Model-959,Running,Women,10,Grey,80,0,80,4,320,Bank Transfer,Online,USA,Medium,4.6
ORD115814,4/6/2023,New Balance,Model-770,Running,Women,10,Grey,211,0,211,3,633,Wallet,Online,Pakistan,Low,3.1
ORD115815,10/30/2024,Reebok,Model-847,Basketball,Unisex,10,Black,153,5,145.35,2,290.7,Card,Retail Store,UAE,High,4.3
ORD115816,12/27/2018,Puma,Model-757,Lifestyle,Unisex,11,Black,217,10,195.3,1,195.3,Bank Transfer,Retail Store,USA,Low,3.1
ORD115817,4/29/2025,Puma,Model-657,Basketball,Men,9,Grey,63,30,44.1,1,44.1,Wallet,Retail Store,Pakistan,High,4.1
ORD115818,11/2/2023,Reebok,Model-315,Gym,Unisex,11,White,211,5,200.45,4,801.8,Card,Retail Store,USA,Low,3.3
ORD115819,10/24/2023,Puma,Model-303,Gym,Unisex,11,Red,145,0,145,2,290,Cash,Retail Store,Germany,Medium,3.6
ORD115820,7/5/2020,New Balance,Model-753,Gym,Unisex,6,Blue,170,0,170,3,510,Card,Online,USA,High,3.6
ORD115821,5/11/2022,Nike,Model-216,Gym,Unisex,6,Red,144,30,100.8,3,302.4,Card,Retail Store,Germany,High,4.3
ORD115822,10/22/2021,ASICS,Model-590,Running,Women,7,Black,79,15,67.15,4,268.6,Wallet,Retail Store,Pakistan,Medium,4.5
ORD115823,8/26/2026,Adidas,Model-823,Lifestyle,Men,6,Black,61,15,51.85,1,51.85,Wallet,Retail Store,Pakistan,High,3
ORD115824,7/9/2020,Puma,Model-298,Training,Unisex,6,Blue,206,5,195.7,2,391.4,Cash,Retail Store,USA,High,5
ORD115825,6/30/2026,Nike,Model-263,Training,Men,11,White,190,0,190,2,380,Wallet,Retail Store,USA,Low,4.4
ORD115826,6/18/2021,Nike,Model-769,Running,Men,9,White,173,15,147.05,4,588.2,Card,Retail Store,Pakistan,High,3.6
ORD115827,9/24/2019,New Balance,Model-173,Basketball,Unisex,11,Black,65,20,52,3,156,Wallet,Online,UAE,Low,4.3
ORD115828,6/11/2018,Puma,Model-740,Running,Women,10,Blue,190,15,161.5,2,323,Cash,Online,UK,Medium,4.9
ORD115829,1/7/2025,Adidas,Model-719,Running,Unisex,6,Black,115,30,80.5,3,241.5,Card,Online,India,Low,3.3
ORD115830,4/8/2020,Reebok,Model-889,Lifestyle,Men,11,White,135,30,94.5,2,189,Wallet,Online,Germany,High,3.9
ORD115831,9/30/2020,Nike,Model-771,Lifestyle,Men,10,Black,109,0,109,4,436,Wallet,Online,India,High,4.8
ORD115832,3/17/2025,Reebok,Model-725,Gym,Men,11,Grey,84,10,75.6,1,75.6,Cash,Retail Store,USA,High,4.4
ORD115833,2/7/2020,Nike,Model-893,Gym,Women,6,Black,102,10,91.8,4,367.2,Bank Transfer,Retail Store,Germany,Medium,3.7
ORD115834,11/18/2022,Puma,Model-531,Gym,Unisex,11,White,79,20,63.2,4,252.8,Bank Transfer,Online,UK,High,3.5
ORD115835,1/25/2018,Adidas,Model-782,Training,Men,10,Grey,199,15,169.15,4,676.6,Cash,Online,UK,Medium,3.6
ORD115836,1/26/2020,Nike,Model-357,Running,Unisex,9,Blue,208,20,166.4,1,166.4,Wallet,Retail Store,UAE,Low,5
ORD115837,5/3/2023,Puma,Model-567,Running,Men,6,Blue,210,10,189,2,378,Card,Retail Store,Germany,High,4.9
ORD115838,2/24/2021,Reebok,Model-185,Running,Women,11,White,214,5,203.3,1,203.3,Card,Retail Store,Pakistan,Low,3.8
ORD115839,8/23/2020,Reebok,Model-212,Basketball,Unisex,11,Red,148,20,118.4,1,118.4,Cash,Online,USA,Medium,3
ORD115840,9/28/2018,Puma,Model-892,Lifestyle,Men,10,Grey,73,30,51.1,2,102.2,Wallet,Retail Store,UAE,Low,3.9
ORD115841,4/25/2026,Puma,Model-552,Basketball,Unisex,8,Grey,91,10,81.9,4,327.6,Card,Retail Store,Pakistan,High,4.5
ORD115842,1/22/2026,New Balance,Model-975,Running,Women,10,Red,194,0,194,2,388,Cash,Online,Germany,Low,4.1
ORD115843,7/5/2021,New Balance,Model-129,Training,Men,9,Red,70,30,49,3,147,Card,Retail Store,Germany,Medium,4.5
ORD115844,8/1/2026,Reebok,Model-440,Running,Unisex,10,White,82,10,73.8,2,147.6,Bank Transfer,Online,Germany,Medium,4.1
ORD115845,6/13/2018,ASICS,Model-793,Basketball,Unisex,7,Blue,179,30,125.3,2,250.6,Bank Transfer,Online,Germany,Medium,4.9
ORD115846,12/19/2022,Adidas,Model-225,Gym,Men,11,Grey,185,0,185,3,555,Wallet,Retail Store,India,Medium,4.3
ORD115847,6/17/2024,New Balance,Model-637,Training,Men,9,Black,181,10,162.9,3,488.7,Cash,Online,India,Medium,4.8
ORD115848,2/17/2018,Reebok,Model-304,Gym,Men,6,White,102,5,96.9,2,193.8,Wallet,Retail Store,Pakistan,Medium,4
ORD115849,4/16/2018,Reebok,Model-713,Running,Men,9,Grey,214,0,214,4,856,Wallet,Online,Pakistan,Low,3.9
ORD115850,4/27/2023,Reebok,Model-421,Training,Women,11,Blue,111,15,94.35,1,94.35,Wallet,Retail Store,USA,Medium,4.9
ORD115851,9/13/2020,ASICS,Model-516,Running,Men,7,White,183,10,164.7,3,494.1,Card,Retail Store,Pakistan,Medium,3.8
ORD115852,1/19/2026,New Balance,Model-548,Running,Unisex,7,Black,92,20,73.6,3,220.8,Wallet,Retail Store,UAE,Low,3.2
ORD115853,3/11/2019,ASICS,Model-695,Lifestyle,Unisex,9,White,163,30,114.1,3,342.3,Wallet,Online,India,High,4.9
ORD115854,4/14/2026,New Balance,Model-116,Lifestyle,Men,7,Grey,189,0,189,4,756,Bank Transfer,Retail Store,Germany,Low,3.9
ORD115855,7/26/2026,Puma,Model-957,Training,Women,10,Blue,192,15,163.2,4,652.8,Bank Transfer,Retail Store,UAE,High,4.6
ORD115856,2/1/2023,Adidas,Model-101,Training,Unisex,9,Grey,114,30,79.8,4,319.2,Bank Transfer,Online,UAE,High,3.8
ORD115857,9/4/2018,Adidas,Model-471,Running,Women,6,Black,161,20,128.8,4,515.2,Bank Transfer,Retail Store,India,High,4.6
ORD115858,8/17/2019,ASICS,Model-600,Basketball,Women,8,Blue,96,20,76.8,2,153.6,Bank Transfer,Retail Store,USA,High,3.7
ORD115859,6/10/2022,ASICS,Model-674,Gym,Unisex,10,Black,148,20,118.4,2,236.8,Bank Transfer,Online,Pakistan,High,3.1
ORD115860,7/14/2019,ASICS,Model-751,Lifestyle,Women,8,Grey,75,30,52.5,4,210,Wallet,Online,Germany,High,3.7
ORD115861,2/2/2020,Reebok,Model-714,Running,Unisex,11,Grey,215,15,182.75,3,548.25,Wallet,Retail Store,USA,Medium,4
ORD115862,6/13/2019,Puma,Model-162,Basketball,Unisex,11,Black,201,5,190.95,3,572.85,Cash,Retail Store,UK,High,3.8
ORD115863,5/22/2023,New Balance,Model-444,Basketball,Unisex,9,Grey,191,0,191,3,573,Bank Transfer,Online,Germany,High,3.8
ORD115864,3/27/2026,ASICS,Model-428,Lifestyle,Men,6,Black,83,5,78.85,2,157.7,Cash,Online,India,High,3.9
ORD115865,10/21/2020,Puma,Model-940,Gym,Women,7,Blue,104,20,83.2,1,83.2,Bank Transfer,Retail Store,Pakistan,Low,3.8
ORD115866,10/30/2021,Adidas,Model-976,Training,Unisex,6,Red,67,5,63.65,2,127.3,Cash,Online,UAE,High,4.2
ORD115867,11/15/2022,Puma,Model-450,Gym,Unisex,10,Grey,114,5,108.3,4,433.2,Wallet,Retail Store,India,Medium,3.2
ORD115868,3/12/2025,Reebok,Model-398,Gym,Women,8,Blue,138,10,124.2,3,372.6,Cash,Retail Store,Pakistan,Low,3.4
ORD115869,4/13/2025,Nike,Model-651,Training,Men,7,Red,117,10,105.3,3,315.9,Bank Transfer,Online,USA,High,4.9
ORD115870,12/11/2023,Reebok,Model-202,Lifestyle,Women,6,Grey,117,15,99.45,4,397.8,Cash,Retail Store,UAE,Low,3.9
ORD115871,5/12/2020,ASICS,Model-859,Training,Unisex,11,White,87,5,82.65,4,330.6,Wallet,Online,Germany,Low,4.2
ORD115872,6/24/2018,Reebok,Model-405,Gym,Women,10,Red,64,15,54.4,3,163.2,Card,Retail Store,UK,High,3.4
ORD115873,7/17/2020,New Balance,Model-592,Basketball,Men,9,Grey,60,5,57,1,57,Wallet,Retail Store,USA,High,3.9
ORD115874,5/18/2020,Puma,Model-376,Gym,Women,6,White,160,0,160,3,480,Bank Transfer,Online,Germany,High,3.2
ORD115875,12/22/2020,Reebok,Model-298,Gym,Men,7,Grey,174,15,147.9,3,443.7,Wallet,Retail Store,UK,High,5
ORD115876,6/11/2021,ASICS,Model-869,Gym,Unisex,8,Black,158,15,134.3,1,134.3,Wallet,Retail Store,USA,Low,4.9
ORD115877,5/7/2024,Adidas,Model-715,Basketball,Men,11,Black,150,0,150,3,450,Card,Retail Store,Germany,Medium,3.3
ORD115878,8/22/2023,Adidas,Model-668,Training,Unisex,10,Black,164,5,155.8,3,467.4,Wallet,Online,Pakistan,Medium,4.5
ORD115879,10/15/2021,Puma,Model-203,Lifestyle,Men,8,Blue,180,0,180,3,540,Cash,Retail Store,India,Low,4.6
ORD115880,4/19/2020,New Balance,Model-687,Basketball,Men,8,White,77,10,69.3,1,69.3,Wallet,Retail Store,UAE,High,3.6
ORD115881,11/30/2020,New Balance,Model-299,Basketball,Unisex,11,Black,114,15,96.9,2,193.8,Card,Retail Store,UAE,Low,4.3
ORD115882,10/8/2025,ASICS,Model-697,Training,Women,11,Blue,168,10,151.2,4,604.8,Bank Transfer,Online,Pakistan,Medium,3.9
ORD115883,7/29/2021,ASICS,Model-987,Running,Women,7,Grey,95,10,85.5,2,171,Cash,Retail Store,USA,High,3.2
ORD115884,10/7/2020,Reebok,Model-457,Running,Unisex,9,Red,164,10,147.6,2,295.2,Card,Retail Store,India,High,4.5
ORD115885,5/26/2024,Adidas,Model-280,Lifestyle,Unisex,8,Grey,89,30,62.3,3,186.9,Wallet,Retail Store,India,High,3.2
ORD115886,5/4/2018,ASICS,Model-980,Training,Women,11,Grey,219,10,197.1,1,197.1,Card,Online,Germany,Medium,4.5
ORD115887,4/12/2023,Adidas,Model-690,Training,Women,6,Red,95,10,85.5,4,342,Wallet,Retail Store,UAE,High,4.3
ORD115888,7/1/2024,New Balance,Model-598,Gym,Unisex,6,Grey,183,10,164.7,2,329.4,Bank Transfer,Retail Store,UAE,Low,3.5
ORD115889,11/3/2021,Nike,Model-635,Basketball,Unisex,10,Black,108,10,97.2,2,194.4,Wallet,Retail Store,UAE,Low,3.3
ORD115890,3/30/2026,New Balance,Model-677,Gym,Men,6,Grey,206,10,185.4,1,185.4,Bank Transfer,Online,USA,Low,3
ORD115891,5/24/2020,Puma,Model-764,Gym,Women,9,Grey,91,5,86.45,1,86.45,Wallet,Online,UAE,Medium,4.2
ORD115892,7/15/2020,New Balance,Model-892,Running,Women,11,Red,110,0,110,1,110,Cash,Retail Store,UAE,Low,4
ORD115893,10/3/2022,Puma,Model-838,Gym,Men,11,White,67,5,63.65,3,190.95,Wallet,Retail Store,UAE,High,4.4
ORD115894,7/1/2023,Puma,Model-664,Basketball,Women,6,Black,219,15,186.15,4,744.6,Cash,Retail Store,Pakistan,Low,4.5
ORD115895,7/30/2020,Adidas,Model-815,Training,Men,11,Black,189,10,170.1,3,510.3,Wallet,Online,UK,Low,4.2
ORD115896,7/8/2018,Reebok,Model-496,Gym,Unisex,11,Black,192,20,153.6,3,460.8,Wallet,Retail Store,USA,Low,3.8
ORD115897,5/30/2022,Puma,Model-448,Running,Women,6,Blue,191,30,133.7,4,534.8,Bank Transfer,Retail Store,Germany,Medium,3.3
ORD115898,4/13/2020,Puma,Model-919,Basketball,Unisex,8,Grey,142,10,127.8,3,383.4,Cash,Retail Store,Germany,Low,4.7
ORD115899,7/30/2025,Adidas,Model-101,Lifestyle,Unisex,10,White,185,10,166.5,4,666,Card,Online,USA,Low,3.7
ORD115900,2/15/2026,Nike,Model-936,Training,Men,7,Red,166,30,116.2,3,348.6,Cash,Retail Store,India,Low,4.8
ORD115901,5/11/2020,ASICS,Model-482,Training,Men,8,Black,125,20,100,1,100,Bank Transfer,Retail Store,Germany,High,4.1
ORD115902,11/7/2026,New Balance,Model-854,Running,Unisex,9,Red,123,15,104.55,2,209.1,Wallet,Retail Store,UAE,Low,3.8
ORD115903,1/20/2021,ASICS,Model-881,Training,Women,10,White,173,0,173,4,692,Card,Retail Store,UAE,Medium,3.4
ORD115904,1/28/2026,Reebok,Model-374,Basketball,Women,9,Black,72,15,61.2,2,122.4,Wallet,Online,UK,Low,3.8
ORD115905,2/16/2023,Puma,Model-273,Lifestyle,Men,11,Grey,132,20,105.6,4,422.4,Wallet,Online,Germany,Low,3.8
